provider,model,model_label,prompt_id,iteration_index,family,signature_exact,signature_template,message_exact,message_template
openai,openai,OpenAI,43,1,reference-error,reference-error::No Feature named 'power' found.,reference-error::No Feature named <q> found.,No Feature named 'power' found.,No Feature named <q> found.
openai,openai,OpenAI,43,1,reference-error,reference-error::No Feature named 'powerOut' found.,reference-error::No Feature named <q> found.,No Feature named 'powerOut' found.,No Feature named <q> found.
openai,openai,OpenAI,43,1,reference-error,reference-error::No Feature named 'system' found.,reference-error::No Feature named <q> found.,No Feature named 'system' found.,No Feature named <q> found.
openai,openai,OpenAI,43,1,reference-error,reference-error::No Feature named 'parkingBrakeApplyOut' found.,reference-error::No Feature named <q> found.,No Feature named 'parkingBrakeApplyOut' found.,No Feature named <q> found.
openai,openai,OpenAI,43,1,reference-error,reference-error::No Feature named 'parkingBrake' found.,reference-error::No Feature named <q> found.,No Feature named 'parkingBrake' found.,No Feature named <q> found.
openai,openai,OpenAI,43,1,reference-error,reference-error::No Feature named 'applyCommandIn' found.,reference-error::No Feature named <q> found.,No Feature named 'applyCommandIn' found.,No Feature named <q> found.
openai,openai,OpenAI,43,1,reference-error,reference-error::No Feature named 'power' found.,reference-error::No Feature named <q> found.,No Feature named 'power' found.,No Feature named <q> found.
openai,openai,OpenAI,43,1,reference-error,reference-error::No Feature named 'powerOut' found.,reference-error::No Feature named <q> found.,No Feature named 'powerOut' found.,No Feature named <q> found.
openai,openai,OpenAI,43,1,reference-error,reference-error::No Feature named 'controller' found.,reference-error::No Feature named <q> found.,No Feature named 'controller' found.,No Feature named <q> found.
openai,openai,OpenAI,43,1,reference-error,reference-error::No Feature named 'powerIn' found.,reference-error::No Feature named <q> found.,No Feature named 'powerIn' found.,No Feature named <q> found.
openai,openai,OpenAI,43,2,parsing-error,"parsing-error::Unexpected 'state', expected one of [""SINGLE_LINE_NOTE"", ""NAME"", ""["", ""ordered"", ""nonunique"", ""<"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", "";"", ""{"", ""="", "":="", ""default"", ""def"", ""MULTILINE_NOTE"", "":>"", ""subsets"", ""MultiplicityRange"", ""OwningMembership"", ""FeatureValue""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected 'state', expected one of [""SINGLE_LINE_NOTE"", ""NAME"", ""["", ""ordered"", ""nonunique"", ""<"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", "";"", ""{"", ""="", "":="", ""default"", ""def"", ""MULTILINE_NOTE"", "":>"", ""subsets"", ""MultiplicityRange"", ""OwningMembership"", ""FeatureValue""].","Unexpected <q>, expected one of [...]."
openai,openai,OpenAI,45,1,port-definition-owned-usages-not-composite,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential
openai,openai,OpenAI,45,1,port-definition-owned-usages-not-composite,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential
openai,openai,OpenAI,45,1,port-definition-owned-usages-not-composite,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential
openai,openai,OpenAI,46,1,port-definition-owned-usages-not-composite,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential
openai,openai,OpenAI,46,1,port-definition-owned-usages-not-composite,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential
openai,openai,OpenAI,46,1,port-definition-owned-usages-not-composite,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential
openai,openai,OpenAI,46,1,port-definition-owned-usages-not-composite,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential
openai,openai,OpenAI,46,1,port-definition-owned-usages-not-composite,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential
openai,openai,OpenAI,46,1,port-definition-owned-usages-not-composite,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,port-definition-owned-usages-not-composite::Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential,Owned usages of a port definition other than ports must be referential
openai,openai,OpenAI,52,1,parsing-error,parsing-error::Expected a token. Did you forget ';'?,parsing-error::Expected a token. Did you forget <q>?,Expected a token. Did you forget ';'?,Expected a token. Did you forget <q>?
openai,openai,OpenAI,52,1,parsing-error,"parsing-error::Unexpected 'part', expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""else"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected 'part', expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""else"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","Unexpected <q>, expected one of [...]."
openai,openai,OpenAI,52,1,parsing-error,"parsing-error::Unexpected 'part', expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""else"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected 'part', expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""else"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","Unexpected <q>, expected one of [...]."
openai,openai,OpenAI,52,1,parsing-error,"parsing-error::Unexpected 'part', expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""else"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected 'part', expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""else"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","Unexpected <q>, expected one of [...]."
openai,openai,OpenAI,52,1,parsing-error,parsing-error::Unexpected EOF. (no source underlining available since segment is out of bounds),parsing-error::Unexpected EOF. (no source underlining available since segment is out of bounds),Unexpected EOF. (no source underlining available since segment is out of bounds),Unexpected EOF. (no source underlining available since segment is out of bounds)
openai,openai,OpenAI,52,2,parsing-error,parsing-error::Expected a token. Did you forget ';'?,parsing-error::Expected a token. Did you forget <q>?,Expected a token. Did you forget ';'?,Expected a token. Did you forget <q>?
openai,openai,OpenAI,52,2,parsing-error,"parsing-error::Unexpected ';', expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""else"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected ';', expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""else"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","Unexpected <q>, expected one of [...]."
openai,openai,OpenAI,52,2,parsing-error,"parsing-error::Unexpected 'part', expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""else"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected 'part', expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""else"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","Unexpected <q>, expected one of [...]."
openai,openai,OpenAI,52,2,parsing-error,"parsing-error::Unexpected ';', expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""else"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected ';', expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""else"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","Unexpected <q>, expected one of [...]."
